@RELATION tweetSentiment.dev.csv

@ATTRIBUTE Text string 

@ATTRIBUTE CLASS {neutral,positive,negative}
@DATA
'#Microsoft @ ISB... watching the new windows 8 in action...pretty impressive! Finally a contender to mac os.. Interesting battle in store"',positive
'#twitter and fb# off"',neutral
'#Android #Google Android 4.0 Ice Cream Sandwich Has Hardware Acceleration http://t.co/ijWr1mUJ #DhilipSiva"',neutral
'Well... @Paging_Dr_A has gotten back on #twitter.. there goes my TL lol"',negative
'So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!"',positive
'OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google"',positive
'New calendar app with pinch to zoom capabilities. Far superior to the current one! #Google #Android #ICS"',positive
'#Microsoft researchers want to turn your hand into a touchscreen http://t.co/byYIcRpS"',neutral
'Fight: Galaxy Nexus vs. Droid RAZR vs. iPhone 4S http://t.co/P3qHh63d #Android #iPhone #Google"',neutral
'RT @_Shelly: mm but yeo .. #twitter .. free up @_tashaaiWESTEND ! free up @_tashaaiWESTEND ! free up @_tashaaiWESTEND !"',neutral
'With #Holodesk from #Microsoft research, you can manipulate 3-D, virtual images with your hands http://t.co/lTws9xvx"',neutral
'RT @iTweetTechNews: Famous wrestler Razor Ramon is trending on #Twitter."',neutral
'Tell how Steve Jobs & @Apple changed your life and $5 will be donated to Pancreatic #Cancer Research! @PanCAN @Pan_Act http://t.co/BWzganje"',neutral
'@mdhughes I have the strangest feeling we�ve done this exact thing before. #arial #microsoft"',neutral
'CEO Steve Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo! in 2008 http://t.co/nlCxoCUz"',neutral
'@AsgariAJ #iPhone need to tell @Apple that"',neutral
'#Twitter�OFF"',neutral
'Thank you Steve @apple store 5th av. http://t.co/nSAisriP"',positive
'Apple sold FOUR MILLION iPhone 4S�s in the first weekend: http://t.co/DdU2qM7O (via @Apple) #phonerecord #twiceiphone4sales"',neutral
'How strategic is our technology agenda? http://t.co/bmeiy5rq #Twitter #Strategy"',neutral
'can�t wait for @Spotify and @Apple to integrate with Siri."',neutral
'Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple"',positive
'Listening to this, how much do #Microsoft miss Bill Gates? http://t.co/H4OuzdOk He is a genius, as was Jobs. Bill saw it, but Steve made it."',neutral
'I�m nowhere near to be a scientst but thks to Steve Balmer 4 declarng me a scientst. Been using #Android frm last 3yrs. #Microsoft #Google"',neutral
'What was the best device in 90s ? #Apple #Sony #Samsung #Microsoft or other Companies..:)"',neutral
'@KushKitty420 you, #Facebook #twitter and the #tv are all #distractions whenever I wanna study ;("',negative
'Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/pq67GRra #buildingwindows8 @buildwindows8 #tech #microsoft"',positive
'why tha fuck ppl post everything on #twitter u cant #im on here what is it for someone tell me please"',neutral
'Check this video out -- OmniTouch - Demo Video #Microsoft demonstrates touch screen for any surface http://t.co/NL9E08Q7"',neutral
'#Google People app...the next revolution in stalking."',negative
'Three UK to carry Samsung Galaxy Nexus http://t.co/SwvAcbxC  #android #google"',neutral
'#Microsoft #Outlook #2011 for #Mac #sucks… #hate"',negative
'#Twitter (of)"',neutral
'RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1"',neutral
'#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT"',positive
'just my man @apple store in @schaumburg, whoops!!!!😁"',positive
'Samsung Galaxy Nexus, Android Ice Cream Sandwich unveiled http://t.co/wWrYcM04 #android #google #samsung"',neutral
'RT @Div_Spartan: Fellow Michiganders, do the right thing. Get online! #Google helping #Michigan businesses get online http://t.co/npz2KwmQ"',neutral
'#Samsung and #Google�s Ice Cream Sandwich event #liveblog! http://t.co/iG3Gi4qd #android #icecreamsandwich"',neutral
'Where is my iPhone!?!?!?!',negative
'So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?"',negative
'RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ..."',positive
'Free Microsoft adCenter Credits http://t.co/OBUxExci #webhostingcoupon #adcenter #credits #free #microsoft"',neutral
'@Apple Why do you have a volume control in the fast app switcher!? Buttons. Volume buttons. You have them. Give me a brightness slider! #wtf"',neutral
'Today�s #bargain? Check #Microsoft Bluetooth Mobile Keyboard 6000 http://t.co/sXpNubdH  #tech #deals"',neutral
'Android Crashing: 1, Google �Quick Response� Feature: 0 #Google #ICS #Android #QuickResponse"',negative
'Logitech Revue Companion Box with Google TV and Keyboard Controller by #Logitech #Google #TVBox via #amazon http://t.co/NkPjGP3W"',neutral
'Lls. && im actually tlkin about #twitter"',neutral
'RT @CircusTK: I�m wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ..."',negative
'RT“@reimeraaron: #twitter keeps me from sleeping! #soaddicted”"',neutral
'RT @Infograhpic: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.c...  @MediaTip"',neutral
'#Microsoft opens a temp #Kinect / Windows Phone Store http://t.co/txnKgFzl #wp7 #windowsphone #xbox360 #wp75 #msft"',neutral
'#Microsoft HOY What’s Next Stream: Windows PC http://t.co/2MQ0I0Cm ➨ @MicrosoftLatam"',neutral
'@MindPhucked you changed your #twitter name?!"',neutral
'Your face unlocks the phone, as facial recognition replaces a traditional pass code. #Google Nexus Prime smartphone"',neutral
'#SteveJobs memorial at the Leawood @Apple store. http://t.co/UVgb05G6"',neutral
'#Google #Android Icecream Sandwich OS for Nexus Prime Released! [LIVE BLOG] | http://t.co/LF03ZKUz #technology #hk"',positive
'Siri, which #Android device should I replace my #iPhone with? #Apple vs. #Google"',positive
'Going to the @apple store today to get this laptop situation figured out"',neutral
'#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH"',positive
'#Google to begin defaulting logged-in #users to #secure #search: According to a blog post by… http://t.co/64Cj3GuH"',neutral
'#Microsoft�s Steve Ballmer attacks #Android phones (Telegraph) - http://t.co/9wbIy1Er"',neutral
'#Twitter FDP"',neutral
'@WonderLaura, Please cld u send me steps on how to add a custom .master files through SPD 2010. i just downloaded some files from #Microsoft"',neutral
'Ice Cream Sandwitch comes alive today #android #google"',neutral
'Mashable! - Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes, You’re ...  #yahoo #microsoft #ballmer http://t.co/tWIzjGBR"',neutral
'I�ve pretty much abandoned Facebook for Twitter. #twitter�slegit"',positive
'#Samsung #Galaxy #Nexus hands-on (video) http://t.co/9MNNerc5 #mobile #android4 #galaxynexus #google"',neutral
'Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc"',neutral
'Ugh idk how to use this thing #twitter #helpme"',neutral
'#Samsung, #Google Android 4 reveal: Live Event Blog by #engadet http://t.co/DL68lKQU"',neutral
'Good to see #Google finally turning their focus on user experience. http://t.co/AYhOKgo8 #IceCreamSandwich #Android"',positive
'Totally unproductive day with no access to #Microsoft Excel or Word, aaargh! Will be working late tonight after hubby fixes. #fingerscrossed"',negative
'@fundingroadmap @apple also knowing that this is no ending http://t.co/q08cBcuE"',neutral
'Android 4.0 SDK now available #google #android http://t.co/dB2Rzsu5 #neowin"',neutral
'RT @JolieeSharmeda #twitter be fucking up"',negative
'Just Been To The Future And Back lol... Just Watch Something Happening Tomorrow Morning! #Google #Android"',neutral
'RT @Nawwaf91: Some people take � following & unfollowing � personally. #Twitter"',neutral
'Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple"',neutral
'#Android #Google Ice Cream Sandwich new features not mentioned during webcast http://t.co/m2UGgiev #DhilipSiva"',neutral
'Android 4.0 SDK now available #google #android http://t.co/LzJmTGQ9"',neutral
'RT @JennyOrWuuut: I wishh #twitter would tell me who retweets my stuff."',neutral
'Windows Phone 7.5 Mango Update Process Ahead of Schedule. http://t.co/p1hwo73x  #Microsoft #WindowsPhone #Mango"',positive
'As far as I can tell, Google engineer Steve Yegge never intended to become famous for criticizing the c... http://t.co/SO1rCq0y #Google+"',neutral
'My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple"',neutral
'On #Microsoft Excel making functions like it�s my job #Productive"',positive
'RT @AmySimendinger: @rachiecrewz dude you can�t just makeup your own fucking hashtags...learn how to use #twitter"',neutral
'#Android #Google Ice Cream Sandwich Is Finally Official, And Here�s What To Expect http://t.co/Wxhb8JXO #DhilipSiva"',neutral
'RT @KanvasKings: 1,500 #followers on #Twitter and 2,500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!"',neutral
'#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL"',neutral
'I can�t wait to get the new #Galaxy #Nexus with #IceCreamSandwich... best yet it supports my #Google Wallet http://t.co/bqMuHxkK via @cnet"',positive
'If u say u 100% REAL all the time...KILL YOURSELF ASAP!..Everybody have their fake moments so don�t Front for #Twitter -----_________-------"',neutral
'Check%RT @CadientGroup: $6% of women use #Google for info on health care vs 28% of men -&gt; http://t.co/QEfhPgX2 (via @nicolaziady) #hcsmeu"',neutral
'#SIGSource Dawn Evans interviewing #Microsoft�s Tim McBride in SIG�s Inside Source exec video series. In a new role in financial operations"',neutral
'Launching November in Japan #SamsungGalaxyNexus #google #android"',neutral
'Apple sold 4 million iPhone 4S units on first weekend - Appletell: http://t.co/vs5r1oox #iPhone4S @Apple #fb"',neutral
'#microsoft #careers site is giving errors for any thing i search!! #weird',negative
'WTF?!?! @apple the new iOS 5 doesn�t allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!"',negative
'@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me #in"',neutral
'Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/S54leHKi"',neutral
'GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me."',negative
'Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what�s new from Android http://t.co/XPGHLC2o"',neutral
'@apple, your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!"',negative
'@Apple: Surely iOS5 with it�s integrated @Twitter would greatly benefit from moving the # to at least the �123� keyboard page? #simplethings"',neutral
'RT @bleublancrouge_: Surprising !Google�s Management Isn�t Using #Google+ : http://ow.ly/6QuOk @degusta"',neutral
'#Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/mTdvRoIj"',neutral
'Beam me up #Microsoft! Microsoft has #holoDesk research project: http://t.co/KlMgkh5V"',positive
'@Adaddy101 @johnodame .. all this flirting over #twitter is starting to make me think you guys got a crush on each other #bromance."',neutral
'I would also like ice Cream Sandwich on my phone #google #android http://t.co/uTHuUECJ"',neutral
'RT @EcommNewsUpdate Steve Yegge�s Google Plus Rant - Google�s Pathetic Afterthought http://t.co/4Tt5OsvN #blog #facebook #google #googleplus"',neutral
'@apple iphone 4s arrival on Tuesday!! #iPhone4S"',neutral
'CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces » http://t.co/PbwdSTmb http://t.co/0D4xV6D3"',neutral
'#BOFH excuse #447: According to #Microsoft, it�s by design | #IFollowBack #Instantly"',negative
'What the world needs is an ""IT/Programmers"" channel/web feed 24 hours a day - tune in to watch people coding/discussing IT #Microsoft"',neutral
'#Microsoft builds a functioning �holodesk� to interact with digital items - http://t.co/ougSB108 via @TheNextWeb"',neutral
'@Mvm549 well, if it told you what you did to it or how it happened, it would be concrete evidence that @Apple is logging your life. :l"',neutral
'What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration."',negative
'#Android + #Google have all of the tools to reshape the market. I should probably take a break from all this #ICS talk. http://t.co/D6T2XYAD"',neutral
'I just noticed that #google+ has introduced real time search."',neutral
'The new android #Nexus phone makes the #iPhone look like a cheap toy at dollar store! #tcot #android #google #RealEstate @Burkepatch"',positive
'.@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointment #wtf"',neutral
'RT @Luisfitq: Ty!RT @nine_oh: SIMPLY DA BEST ON #TWITTER MY TWEEPS @MsCarieFWR @dizzleb19 @LBN_Prod @Federal_and_Co @KimDeanMusic @mscre ..."',neutral
'Caramba, a mais de 4 dias ninguem fala em mim ou de mim aki no #twitter. Nem mesmo minha noiva. #Fuieskecido..."',neutral
'@PrJusto Don�t question the @Apple they will remember your dissent!"',negative
'@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5"',negative
